act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,source,page,source_status,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A00620,AG0118,AT05,W0235,,197x,197x,NULL,NULL,W0476,541,NULL,NULL,,,2018-06-11,MG,2020-04-04,DP
A00621,AG0116,AT16,W0236,,1975,1975,NULL,NULL,W0475,554,NULL,NULL,,,2018-06-11,MG,2020-04-04,DP
A00622,AG0103,AT01,W0414,,196x..197x,196x..197x,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0362 G29,,2018-06-12,MG,2020-04-04,DP
A00623,AG0626,AT03,W0414,AG0103,196x..197x,196x..197x,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0362 G29,,2018-06-12,MG,2021-01-02,MG
A00624,AG0134,AT05,W0548,,196x..197x,196x..197x,NULL,NULL,W0482,386,NULL,NULL,,for substantial discussion pls check the source again,2018-06-12,MG,2020-04-04,DP
A00625,AG0033,AT01,W0237,,1955~,1955~,NULL,NULL,W0443,ONLINE SOURCE,NULL,NULL,,,2018-06-12,MG,2020-04-04,DP
A00626,AG0103,AT05,W0414,,1972~,1972~,NULL,NULL,W0419,580,NULL,NULL,unknown work by: AG0198,,2018-06-12,MG,2020-04-04,DP
A00627,AG0103,AT05,W0549,,196x..197x,196x..197x,NULL,NULL,W0419,578,NULL,NULL,,,2018-06-12,MG,2020-04-04,DP
A00628,AG0123,AT05,W0238,,1968,1968,NULL,NULL,W0438,189,NULL,NULL,,,2018-06-18,MG,2020-04-04,DP
A00629,AG0116,AT01,W0238,,196x..197x,196x..197x,NULL,NULL,W0475,555,NULL,NULL,,,2018-06-18,MG,2020-04-04,DP
A00630,AG0020,AT01,W0238,,1970..1975,1970..1975,NULL,NULL,W0420,136,NULL,NULL,,,2018-06-18,MG,2020-04-04,DP
A00631,AG0033,AT01,W0120,,1955~,1955~,NULL,NULL,W0443,ONLINE SOURCE,NULL,NULL,,,2018-06-19,MG,2020-04-04,DP
A00632,AG0114,AT01,W0120,,1952~,1952~,NULL,NULL,W0429,56,NULL,NULL,,,2018-06-19,MG,2020-04-04,DP
A00633,AG0103,AT01,W0120,,1967,1967,NULL,NULL,W0419,569,NULL,NULL,,,2018-06-19,MG,2020-04-04,DP
A00634,AG0103,AT12,W0120,,1967..197x,1967..197x,NULL,NULL,W0419,569,NULL,NULL,,,2018-06-19,MG,2021-01-02,MG
A00635,AG0114,AT05,W0414,,196x..197x,196x..197x,NULL,NULL,W0429,52,NULL,NULL,unknown work by: AG0162,,2018-06-19,MG,2020-04-04,DP
A00636,AG0369,AT01,W0239,,1963,1963,NULL,NULL,W0518,132,NULL,NULL,,,2018-06-19,MG,2020-04-04,DP
A00637,AG0048,AT01,W0123,,1970~,1970~,NULL,NULL,W0453,ONLINE SOURCE,NULL,NULL,,,2018-06-25,MG,2021-01-02,MG
A00638,AG0020,AT05,W0123,,196x..197x,196x..197x,NULL,NULL,W0420,137,NULL,NULL,,,2018-06-25,MG,2020-04-04,DP
A00639,AG0118,AT01,W0123,,1970~,1970~,NULL,NULL,W0476,532,NULL,NULL,,,2018-06-25,MG,2021-01-02,MG
A00640,AG0061,AT01,W0123,,1969,1970,NULL,NULL,W0440,461,NULL,NULL,,,2018-06-25,MG,2020-12-09,MG
A00641,AG0249,AT11,W0124,,1960..1966,1960..1966,NULL,NULL,W0433,ONLINE SOURCE,NULL,NULL,,,2018-06-25,MG,2020-04-04,DP
A00642,AG0249,AT11,W0414,,1960..1966,1960..1966,NULL,NULL,W0433,ONLINE SOURCE,NULL,NULL,unknown work by: AG0248,,2018-06-25,MG,2020-04-04,DP
A00643,AG0029,AT01,W0414,,196x..1966,196x..1966,NULL,NULL,W0428,116-117,NULL,NULL,unknown work by: AG0248,,2018-06-25,MG,2020-04-04,DP
A00644,AG0118,AT04,W0414,,1970~,1970~,NULL,NULL,W0476,531,NULL,NULL,unknown work by: AG0248,,2018-06-25,MG,2020-04-04,DP
A00645,AG0143,AT03,W0414,AG0029,196x..1966,196x..1966,NULL,NULL,W0428,116-117,NULL,NULL,unknown work by: AG0248,,2018-06-25,MG,2021-01-02,MG
A00646,AG0187,AT01,W0241,,195x..19xx,195x..19xx,NULL,NULL,W0460,ONLINE SOURCE,NULL,NULL,,,2018-06-25,MG,2020-04-04,DP
A00647,AG0114,AT45,W0700,,196x..197x,196x..197x,NULL,NULL,W0429,207,NULL,NULL,,,2018-06-25,MG,2021-02-23,MG
A00648,AG0032,AT22,W0240,,1969~,1969~,NULL,NULL,W0436,ONLINE SOURCE,NULL,NULL,,,2018-06-25,MG,2021-01-02,MG
A00649,AG0031,AT22,W0240,,1969~,1969~,NULL,NULL,W0436,ONLINE SOURCE,NULL,NULL,,,2018-06-25,MG,2021-01-02,MG
A00650,AG0106,AT01,W0414,,1969~,1972~,NULL,NULL,W0425,301,NULL,NULL,unknown work by: AG0371 G13,,2018-06-25,MG,2021-01-02,MG
A00651,AG0124,AT05,W0151,,1966,1976,NULL,NULL,W0474,7-10,NULL,NULL,,,2019-01-07,DM,2020-04-04,DP
A00652,AG0114,AT05,W0414,,19XX,19XX,NULL,NULL,W0429,52,NULL,NULL,unknown work by: AG0408,,2019-01-07,DM,2020-04-04,DP
A00653,AG0197,AT01,W0269,,1962?,1970?,NULL,NULL,W0490,249,NULL,NULL,,read during rustication?,2019-01-07,DM,2021-01-02,MG
A00654,AG0124,AT05,W0269,,1966,1976,NULL,NULL,W0474,7-10,NULL,NULL,,,2019-01-07,DM,2020-04-04,DP
A00655,AG0156,AT05,W0269,,1966,1976,NULL,NULL,W0435,327,NULL,NULL,,,2019-01-07,DM,2020-04-04,DP
A00656,AG0103,AT05,W0269,,1972,1976,NULL,NULL,W0421,581,NULL,NULL,,,2019-01-07,DM,2021-01-02,MG
A00657,AG0057,AT01,W0207,,1966,1967~,NULL,NULL,W0427,ONLINE SOURCE,NULL,NULL,,Added by unknown transferred without rechecking requires further checks,2019-01-07,DM,2021-01-02,MG
A00658,AG0310,AT01,W0208,,1971~,1971~,NULL,NULL,W0514,168f,NULL,NULL,,,2019-01-08,DM,2020-04-04,DP
A00659,AG0118,AT01,W0209,,1979,1979,NULL,NULL,W0476,532,NULL,NULL,,,2019-01-08,DM,2021-01-02,MG
A00670,AG0103,AT05,W0209,,1972,1976,NULL,NULL,W0421,573,NULL,NULL,,,2019-01-08,DM,2021-01-02,MG
A00671,AG0029,AT01,W0414,,1966?,1966?,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0411,,2019-01-08,DM,2021-01-02,MG
A00672,AG0031,AT05,W0210,,1969..,1969..,NULL,NULL,W0436,ONLINE SOURCE,NULL,NULL,,,2019-01-08,DM,2020-04-04,DP
A00673,AG0105,AT01,W0211,,1974~,1974~,NULL,NULL,W0432,159,NULL,NULL,,,2019-01-08,DM,2021-01-02,MG
A00674,AG0020,AT01,W0211,,1966,1976,NULL,NULL,W0420,134,NULL,NULL,,Transferred without rechecking requires further checks,2019-01-08,DM,2020-04-04,DP
A00675,AG0214,AT01,W0211,,1966,1966,NULL,NULL,W0495,94,NULL,NULL,,Transferred without rechecking requires further checks,2019-01-08,DM,2020-04-04,DP
A00676,AG0103,AT01,W0211,,1968?,1974?,NULL,NULL,W0421,574,NULL,NULL,,Transferred without rechecking requires further checks,2019-01-08,DM,2021-01-02,MG
A00677,AG0029,AT01,W0414,,1966?,1966?,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0264,,2019-01-08,DM,2021-01-02,MG
A00678,AG0130,AT05,W0211,,1966,1976,NULL,NULL,W0434,170,NULL,NULL,,Transferred without rechecking requires further checks,2019-01-08,DM,2020-04-04,DP
A00679,AG0124,AT05,W0212,,1966,1976,NULL,NULL,W0474,7-10,NULL,NULL,,,2019-01-08,DM,2020-04-04,DP
A00680,AG0020,AT01,W0212,,1966,1976,NULL,NULL,W0420,134,NULL,NULL,,,2019-01-08,DM,2020-04-04,DP
A00681,AG0045,AT01,W0213,,1970~,1970~,NULL,NULL,W0447,ONLINE SOURCE,NULL,NULL,,,2019-01-08,DM,2020-04-04,DP
A00682,AG0626,AT31,W0382,AG0003,1970?,1970?,NULL,NULL,W0486,112,NULL,NULL,,,2019-01-08,DM,2020-04-04,DP
A00683,AG0123,AT05,W0554,,..1966,..1966,NULL,NULL,W0438,197,NULL,NULL,unknown work by: AG0415,,2019-01-08,DM,2020-04-04,DP
A00684,AG0122,AT04,W0554,,1966..1976,1966..1976,NULL,NULL,W0485,350f,NULL,NULL,unknown work by: AG0415,,2019-01-08,DM,2020-04-04,DP
A00685,AG0020,AT05,W0215,,1966,1976,NULL,NULL,W0420,136,NULL,NULL,,,2019-01-08,DM,2021-01-02,MG
A00686,AG0115,AT05,W0216,,1975,1975,NULL,NULL,W0471,438,NULL,NULL,,,2019-01-08,DM,2020-04-04,DP
A00687,AG0343,AT21,W0414,,19xx,19xx,NULL,NULL,W0517,348,NULL,NULL,unknown work by: AG0301,Added by LH transferred without rechecking requires further checks,2019-01-08,DM,2020-04-04,DP
A00690,AG0282,AT01,W0414,,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0285,,2018-03-21,MG,2020-04-04,DP
A00691,AG0282,AT01,W0414,,1970~,1970~,NULL,NULL,W0512,452,NULL,NULL,unknown work by: AG0286,,2018-03-21,MG,2020-04-04,DP
A00692,AG0298,AT03,W0414,AG0291,197x,197x,NULL,NULL,W0513,188,NULL,NULL,,Fix me! The Primary Source does not exist #394 this might be PS00309,2018-04-03,MG,2020-04-04,DP
A00693,AG0626,AT03,W0156,AG0291,1970,197x,NULL,NULL,W0513,189,NULL,NULL,,,2018-04-03,MG,2020-04-04,DP
A00694,AG0103,AT12,W0414,,1967~,196x..197x,NULL,NULL,W0419,569,NULL,NULL,,see #399 unknown source was: PS00294,2018-04-09,MG,2021-01-02,MG
A00695,AG0103,AT05,W0153,,[1968..1974],[1968..1974],NULL,NULL,W0419,573,NULL,NULL,,,2018-05-03,WH,2021-01-02,MG
A00701,AG0626,AT15,W0550,,1976..1978,1976..1978,NULL,NULL,W0519,113,NULL,NULL,,,2018-06-25,MG,2021-01-02,MG
A00702,AG0374,AT01,W0045,,1971,1971,NULL,NULL,W0520,149,NULL,NULL,,,2018-06-26,MG,2020-04-04,DP
A00703,AG0020,AT01,W0045,,1971,1971,NULL,NULL,W0420,136,NULL,NULL,,,2018-06-26,MG,2020-04-04,DP
A00704,AG0020,AT01,W0001,,1966,1966,NULL,NULL,W0420,134,NULL,NULL,,,2018-06-26,MG,2020-04-04,DP
A00705,AG0114,AT02,W0242,,195x..196x,195x..196x,NULL,NULL,W0429,52,NULL,NULL,,,2018-06-26,MG,2020-04-04,DP
A00706,AG0114,AT01,W0243,,196x,196x,NULL,NULL,W0429,80,NULL,NULL,,,2018-06-26,MG,2020-04-04,DP
A00707,AG0114,AT01,W0245,,195x..196x,195x..196x,NULL,NULL,W0429,419,NULL,NULL,,,2018-06-28,MG,2020-04-04,DP
A00708,AG0052,AT01,W0138,,192x..193x,192x..193x,NULL,NULL,W0456,ONLINE SOURCE,NULL,NULL,,,2018-06-28,MG,2020-04-04,DP
A00709,AG0134,AT05,W0138,,196x..197x,196x..197x,NULL,NULL,W0482,391,NULL,NULL,,,2018-06-28,MG,2020-04-04,DP
A00710,AG0626,AT03,W0246,AG0037,1962,1962,NULL,NULL,W0445,ONLINE SOURCE,NULL,NULL,,,2018-06-28,MG,2020-04-04,DP
A00711,AG0037,AT01,W0246,,1962,1962,NULL,NULL,W0445,ONLINE SOURCE,NULL,NULL,,,2018-06-28,MG,2020-04-04,DP
A00712,AG0036,AT04,W0246,,196x..197x,196x..197x,NULL,NULL,W0445,ONLINE SOURCE,NULL,NULL,,,2018-06-28,MG,2020-04-04,DP
A00713,AG0063,AT01,W0246,,196x..197x,196x..197x,NULL,NULL,W0451,51,NULL,NULL,,,2018-06-28,MG,2021-01-02,MG
