act_id,agent,action,act_object,act_target,start,end,narrative_time,substantial_discussion,source,page,source_status,fictionality,commentary,note,created,created_by,last_modified,last_modified_by
A00810,AG0252,AT01,W0414,,1972..,1972..,NULL,NULL,W0499,287,NULL,NULL,unknown work by: AG0450,,2018-10-19,MG,2020-04-04,DP
A00811,AG0103,AT01,W0414,,1972~,1972~,NULL,NULL,W0419,580,NULL,NULL,unknown work by: AG0451,,2018-10-19,MG,2021-01-02,MG
A00812,AG0197,AT01,W0414,,1962?,1970?,NULL,NULL,W0490,249,NULL,NULL,unknown work by: AG0079,,2018-10-19,MG,2020-04-04,DP
A00813,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0452,,2018-10-24,MG,2020-04-04,DP
A00814,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0453,,2018-10-24,MG,2020-04-04,DP
A00815,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0454,,2018-10-24,MG,2020-04-04,DP
A00816,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0455,,2018-10-24,MG,2020-04-04,DP
A00817,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0456,,2018-10-24,MG,2020-04-04,DP
A00818,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0208,,2018-10-24,MG,2020-04-04,DP
A00819,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0457,,2018-10-24,MG,2020-04-04,DP
A00820,AG0020,AT01,W0414,,1970..197x,1970..197x,NULL,NULL,W0420,134,NULL,NULL,unknown work by: AG0626 G02 about AG0458,,2018-10-24,MG,2020-04-04,DP
A00821,AG0114,AT23,W0270,,1972..1973,1972..1973,NULL,NULL,W0429,30,NULL,NULL,30; 152-153; 220; 251,,2018-10-24,MG,2021-03-11,MG
A00822,AG0114,AT23,W0271,,1972..1973,1972..1973,NULL,NULL,W0429,30,NULL,NULL,,,2018-10-24,MG,2021-03-11,MG
A00823,AG0114,AT23,W0272,,1972..1973,1972..1973,NULL,NULL,W0429,30,NULL,NULL,,,2018-10-24,MG,2021-03-11,MG
A00824,AG0114,AT23,W0273,,1972..1973,1972..1973,NULL,NULL,W0429,31,NULL,NULL,,,2018-10-24,MG,2021-03-11,MG
A00825,AG0114,AT05,W0414,,1966..197x,1966..197x,NULL,NULL,W0429,52,NULL,NULL,unknown work by: AG0082,,2018-10-24,MG,2020-04-04,DP
A00826,AG0253,AT02,W0414,AG0252,1972~,1972~,NULL,NULL,W0499,288,NULL,NULL,,,2018-11-05,MG,2020-04-04,DP
A00827,AG0626,AT23,W0414,AG0192,1972~,1972~,NULL,NULL,W0481,372,NULL,NULL,unknown work by: AG0090,,2018-11-05,MG,2020-04-04,DP
A00828,AG0626,AT13,W0414,AG0103,1968..1974,1968..1974,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0094,,2018-11-05,MG,2021-01-02,MG
A00829,AG0117,AT05,W0414,,1973~,1973~,NULL,NULL,W0430,453,NULL,NULL,unknown work by: AG0095,,2018-11-05,MG,2020-04-04,DP
A00830,AG0103,AT05,W0414,,1972~,1972~,NULL,NULL,W0419,580,NULL,NULL,unknown work by: AG0096,,2018-11-05,MG,2021-01-02,MG
A00831,AG0197,AT01,W0414,,1962~,1962~,NULL,NULL,W0490,249,NULL,NULL,unknown work by: AG0096,,2018-11-05,MG,2020-04-04,DP
A00832,AG0116,AT01,W0414,,1975~,1975~,NULL,NULL,W0475,560,NULL,NULL,unknown work by: AG0098,,2018-11-05,MG,2020-04-04,DP
A00833,AG0029,AT01,W0414,,196x..1966,196x..1966,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0099,,2018-11-05,MG,2021-01-02,MG
A00834,AG0143,AT03,W0414,AG0029,196x..1966,196x..1966,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0099,,2018-11-05,MG,2021-01-02,MG
A00835,AG0029,AT01,W0414,,196x..1966,196x..1966,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0100,,2018-11-05,MG,2021-01-02,MG
A00836,AG0116,AT17,W0414,,19xx,19xx,NULL,NULL,W0475,555,NULL,NULL,unknown work by: AG0100,,2018-11-05,MG,2020-04-04,DP
A00837,AG0117,AT05,W0554,,1973~,1973~,NULL,NULL,W0430,453,NULL,NULL,unknown work by: AG0101,,2018-11-05,MG,2020-04-04,DP
A00838,AG0118,AT05,W0414,,1970..,1970..,NULL,NULL,W0491,544,NULL,NULL,unknown work by: AG0459,,2018-11-06,MG,2021-01-02,MG
A00839,AG0103,AT05,W0414,,1966..1976~,1966..1976~,NULL,NULL,W0419,573,NULL,NULL,unknown work about: AG0460 probably a collection of his paintings,,2018-11-06,MG,2021-01-02,MG
A00840,AG0252,AT23,W0555,,1978~,1978~,NULL,NULL,W0499,297,NULL,NULL,,,2018-11-06,MG,2020-04-04,DP
A00841,AG0116,AT02,W0414,,1966..1976~,1966..1976~,NULL,NULL,W0425,301,NULL,NULL,unknown work by: AG0462,,2018-11-07,MG,2020-04-04,DP
A00842,AG0010,AT05,W0556,,196x..197x~,196x..197x~,NULL,NULL,W0441,195,NULL,NULL,,,2018-11-07,MG,2020-04-04,DP
A00843,AG0118,AT05,W0556,,1972,1978,NULL,NULL,W0491,539,NULL,NULL,,read during rustication?,2018-11-07,MG,2021-01-02,MG
A00844,AG0143,AT03,W0414,AG0029,196x..1966,196x..1966,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0132,,2018-11-09,MG,2021-01-02,MG
A00845,AG0029,AT01,W0414,,196x..1966,196x..1966,NULL,NULL,W0428,116f,NULL,NULL,unknown work by: AG0132,,2018-11-09,MG,2020-04-04,DP
A00846,AG0035,AT26,W0554,,19xx,19xx,NULL,NULL,W0444,ONLINE SOURCE,NULL,NULL,unknown work by: AG0463 probably AF03,,2018-11-09,MG,2020-04-04,DP
A00847,AG0035,AT26,W0414,,19xx,19xx,NULL,NULL,W0444,ONLINE SOURCE,NULL,NULL,unknown work by: AG0137 probably AF03,,2018-11-09,MG,2020-04-04,DP
A00848,AG0118,AT05,W0414,,198x?,198x?,NULL,NULL,W0491,540,NULL,NULL,unknown work by: AG0142 probably G10 a translation of Baudelaire,,2018-11-09,MG,2020-04-04,DP
A00849,AG0117,AT05,W0554,,1975..197x,1975..197x,NULL,NULL,W0430,453,NULL,NULL,unknown work by: AG0464 AF05,,2018-11-09,MG,2020-04-04,DP
A00850,AG0626,AT05,W0414,AG0103,1968..1974,1968..1974,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0465,,2018-11-09,MG,2021-01-02,MG
A00851,AG0051,AT15,W0620,,1964,1964,NULL,NULL,W0455,ONLINE SOURCE,NULL,NULL,,,2018-11-14,MG,2020-04-04,DP
A00852,AG0145,AT03,W0620,AG0051,1964,1964,NULL,NULL,W0455,ONLINE SOURCE,NULL,NULL,,,2018-11-14,MG,2020-04-04,DP
A00853,AG0116,AT01,W0414,,1975,1975,NULL,NULL,W0475,560,NULL,NULL,unknown work by: AG0467,,2018-11-14,MG,2020-04-04,DP
A00854,AG0118,AT01,W0275,,1979,1979,NULL,NULL,W0476,538,NULL,NULL,,,2018-11-14,MG,2020-04-04,DP
A00855,AG0468,AT40,W0537,,1976,1976,NULL,NULL,W0524,211,NULL,NULL,,,2018-11-18,MG,2021-01-05,MG
A00856,AG0103,AT40,W0537,,196x..197x,196x..197x,NULL,NULL,W0419,576,NULL,NULL,,,2018-11-18,MG,2021-01-05,MG
A00857,AG0117,AT23,W0554,,1975~,1975~,NULL,NULL,W0430,453,NULL,NULL,unknown work by: AG0469,,2018-11-18,MG,2020-04-04,DP
A00858,AG0252,AT23,W0621,,1978,1978,NULL,NULL,W0499,301,NULL,NULL,,,2018-11-18,MG,2020-04-04,DP
A00859,AG0041,AT01,W0414,,1966..1976,1966..1976,NULL,NULL,W0446,ONLINE SOURCE,NULL,NULL,unknown work by: AG0286,please check the source again to adjust act type and other relevant info see issue #299,2018-11-19,MG,2020-04-04,DP
A00860,AG0018,AT01,W0414,,19xx,19xx,NULL,NULL,W0480,311,NULL,NULL,unknown work by: AG0286,please check the source again to adjust act type and other relevant info see issue #299,2018-11-19,MG,2020-04-04,DP
A00861,AG0106,AT01,W0416,,1969,1969,NULL,NULL,W0425,300,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-11-19,MG,2021-01-05,MG
A00862,AG0192,AT05,W0188,,19xx,19xx,NULL,NULL,W0481,372,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-11-19,MG,2020-04-04,DP
A00863,AG0626,AT01,W0188,,1976?,1976?,NULL,NULL,W0519,98,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-11-19,MG,2020-04-04,DP
A00864,AG0125,AT05,W0554,,1978,1978,NULL,NULL,W0479,75,NULL,NULL,unknown work by: AG0471 AF05,,2018-11-19,MG,2021-01-05,MG
A00865,AG0103,AT05,W0414,,19xx,19xx,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0352,please check the source again to adjust act type and other relevant info see issue #299,2018-11-19,MG,2020-04-04,DP
A00866,AG0117,AT05,W0554,,1978~,1978~,NULL,NULL,W0430,453,NULL,NULL,unknown work by: AG0356 AF01,please check the source again to adjust act type and other relevant info see issue #299,2018-11-20,MG,2020-04-04,DP
A00867,AG0011,AT05,W0554,,1966..1976,1966..1976,NULL,NULL,W0477,56,NULL,NULL,unknown work by: AG0357 probably AF01,,2018-11-20,MG,2021-01-05,MG
A00868,AG0252,AT05,W0554,,19xx,19xx,NULL,NULL,W0499,284,NULL,NULL,unknown work by: AG0357 probably AF01,please check the source again to adjust act type and other relevant info see issue #299,2018-11-20,MG,2020-04-04,DP
A00870,AG0123,AT03,W0554,AG0626,1966..1976,1966..1976,NULL,NULL,W0438,196,NULL,NULL,unknown work by: AG0361 AF05,please check the source again to adjust act type and other relevant info see issue #299,2018-11-20,MG,2020-04-04,DP
A00871,AG0029,AT01,W0414,,1964..1966,1964..1966,NULL,NULL,W0428,119,NULL,NULL,unknown work by: AG0472 G16,,2018-11-21,MG,2020-04-04,DP
A00872,AG0029,AT01,W0414,,1964..1966,1964..1966,NULL,NULL,W0428,119,NULL,NULL,unknown work by: AG0473 G16,,2018-11-21,MG,2020-04-04,DP
A00873,AG0029,AT01,W0414,,1964..1966,1964..1966,NULL,NULL,W0428,119,NULL,NULL,unknown work by: AG0474 G16,,2018-11-21,MG,2020-04-04,DP
A00874,AG0103,AT05,W0554,,1966..1976,1966..1976,NULL,NULL,W0419,573,NULL,NULL,unknown work by: AG0475 AF01,please check the source again to adjust act type and other relevant info see issue #299,2018-11-21,MG,2020-04-04,DP
A00875,AG0011,AT05,W0554,,1966..1976,1966..1976,NULL,NULL,W0477,56,NULL,NULL,unknown work by: AG0476 AF01,,2018-11-21,MG,2021-01-05,MG
A00876,AG0122,AT05,W0554,,1970..1979~,1970..1979~,NULL,NULL,W0485,353,NULL,NULL,unknown work by: AG0476 AF01,,2018-11-21,MG,2020-04-04,DP
A00877,AG0197,AT01,W0414,,1970?,1970?,NULL,NULL,W0490,249,NULL,NULL,unknown work by: AG0202,,2018-12-11,MG,2021-01-05,MG
A00878,AG0191,AT01,W0377,,1978~,1978~,NULL,NULL,W0478,338,NULL,NULL,,,2018-12-11,MG,2020-04-04,DP
A00879,AG0033,AT01,W0379,,1948..1949,1948..1949,NULL,NULL,W0443,ONLINE SOURCE,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-11,MG,2020-04-04,DP
A00880,AG0116,AT01,W0380,,1970~,1970~,NULL,NULL,W0475,554,NULL,NULL,,,2018-12-11,MG,2021-01-05,MG
A00881,AG0192,AT26,W0414,,1966..1976,1966..1976,NULL,NULL,W0481,362,NULL,NULL,unknown work by: AG0492,,2018-12-11,MG,2020-04-04,DP
A00882,AG0626,AT31,W0382,AG0003,1970?,1970?,NULL,NULL,W0486,112,NULL,NULL,,,2018-12-12,MG,2020-04-04,DP
A00883,AG0103,AT23,W0384,,196x,197x,NULL,NULL,W0419,571,NULL,NULL,,,2018-12-12,MG,2021-01-05,MG
A00884,AG0324,AT05,W0622,,197x,197x,NULL,NULL,W0516,518f,NULL,NULL,,,2018-12-12,MG,2021-01-05,MG
A00885,AG0134,AT01,W0386,,1971,1971,NULL,NULL,W0482,389,NULL,NULL,,,2018-12-12,MG,2020-04-04,DP
A00886,AG0431,AT05,W0623,,1975..1977,1975..1977,NULL,NULL,W0522,22,NULL,NULL,,,2018-12-12,MG,2020-04-04,DP
A00887,AG0114,AT05,W0414,,19xx,19xx,NULL,NULL,W0429,52,NULL,NULL,unknown work by: AG0486,,2018-12-12,MG,2020-04-04,DP
A00888,AG0103,AT05,W0554,,1968..1974,1968..1974,NULL,NULL,W0419,573,NULL,NULL,unknown work by: AG0485 a collection of his paintings,,2018-12-12,MG,2021-01-05,MG
A00889,AG0103,AT03,W0554,AG0626,1968..1974,1968..1974,NULL,NULL,W0419,573,NULL,NULL,unknown work by: AG0485 a collection of his paintings,,2018-12-12,MG,2021-01-05,MG
A00890,AG0134,AT01,W0388,,1971,1971,NULL,NULL,W0482,389,NULL,NULL,,,2018-12-12,MG,2020-04-04,DP
A00891,AG0134,AT01,W0390,,1971,1971,NULL,NULL,W0482,389,NULL,NULL,,,2018-12-12,MG,2020-04-04,DP
A00892,AG0041,AT28,W0624,,1966..1976,1966..1976,NULL,NULL,W0446,ONLINE SOURCE,NULL,NULL,,read during rustication?,2018-12-12,MG,2021-01-05,MG
A00893,AG0134,AT01,W0392,,1971,1971,NULL,NULL,W0482,389,NULL,NULL,,,2018-12-12,MG,2020-04-04,DP
A00894,AG0123,AT05,W0554,,..1966,..1966,NULL,NULL,W0438,197,NULL,NULL,unknown work by: AG0480 probably AF01,,2018-12-12,MG,2020-04-04,DP
A00895,AG0117,AT01,W0414,,1975..1979,1975..1979,NULL,NULL,W0430,454,NULL,NULL,unknown work by: AG0477 G10,,2018-12-15,MG,2021-01-05,MG
A00896,AG0118,AT05,W0414,,1979~,1979~,NULL,NULL,W0491,536,NULL,NULL,unknown work by: AG0478,,2018-12-15,MG,2020-04-04,DP
A00897,AG0103,AT05,W0414,,1966..1976,1966..1976,NULL,NULL,W0419,583,NULL,NULL,unknown work by: AG0479,,2018-12-15,MG,2020-04-04,DP
A00898,AG0252,AT05,W0394,,1974~,1974~,NULL,NULL,W0499,259,NULL,NULL,,,2018-12-15,MG,2021-01-05,MG
A00899,AG0118,AT01,W0396,,19xx,19xx,NULL,NULL,W0491,531,NULL,NULL,,please check the source again to adjust act type and other relevant info see issue #299,2018-12-15,MG,2020-04-04,DP
A00900,AG0103,AT05,W0276,,1953..1967,1953..1967,NULL,NULL,W0419,564,NULL,NULL,,,2018-11-03,WH,2020-04-04,DP
A00901,AG0105,AT05,W0277,,1954..,1954..,NULL,NULL,W0424,,NULL,NULL,,,2018-11-03,WH,2020-04-04,DP
A00902,AG0014,AT30,W0277,,1935..1988,1935..1988,NULL,NULL,W0424,,NULL,NULL,,,2018-11-03,WH,2020-04-04,DP
A00903,AG0017,AT05,W0278,,1953..1998,1953..1998,NULL,NULL,W0422,219,NULL,NULL,,,2018-11-03,WH,2020-04-04,DP
A00904,AG0020,AT05,W0279,,1966..1976,1966..1976,NULL,NULL,W0420,134,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00905,AG0020,AT05,W0280,,1966..1976,1966..1976,NULL,NULL,W0420,134,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00906,AG0020,AT05,W0281,,1966..1976,1966..1976,NULL,NULL,W0420,134,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00907,AG0123,AT05,W0281,,1971,1971,NULL,NULL,W0438,189,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00908,AG0020,AT05,W0282,,1966..1976,1966..1976,NULL,NULL,W0420,134,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00909,AG0020,AT25,W0281,,1967,1967,NULL,NULL,W0420,134,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00910,AG0020,AT05,W0283,,1966..1976,1966..1976,NULL,NULL,W0420,135,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00911,AG0020,AT05,W0284,,1973..,1973..,NULL,NULL,W0420,136,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00912,AG0020,AT05,W0284,,197x,197x,NULL,NULL,W0420,136,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00913,AG0020,AT05,W0285,,197x,197x,NULL,NULL,W0420,136,NULL,NULL,,see #399 duplicate source was: PS00508,2018-11-04,WH,2020-04-04,DP
A00914,AG0020,AT01,W0287,,197x,197x,NULL,NULL,W0420,136,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00915,AG0020,AT05,W0288,,..1970,..1970,NULL,NULL,W0420,136,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00916,AG0029,AT01,W0289,,1964..1966,1964..1966,NULL,NULL,W0428,119,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00917,AG0029,AT05,W0290,,1971..1973,1971..1973,NULL,NULL,W0428,122,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00918,AG0029,AT05,W0291,,1971..1973,1971..1973,NULL,NULL,W0428,122,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00919,AG0032,AT03,W0292,AG0031,1969,1969,NULL,NULL,W0436,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00920,AG0031,AT01,W0292,,1969,1969,NULL,NULL,W0436,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00921,AG0032,AT12,W0293,,1969,1969,NULL,NULL,W0436,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00922,AG0031,AT01,W0294,,1964..,1964..,NULL,NULL,W0436,,NULL,NULL,,read in prison?,2018-11-04,WH,2021-01-05,MG
A00923,AG0032,AT01,W0294,,1964..,1964..,NULL,NULL,W0436,,NULL,NULL,,read in prison?,2018-11-04,WH,2021-01-05,MG
A00924,AG0047,AT01,W0046,,1940..1950,1940..1950,NULL,NULL,W0458,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00925,AG0047,AT01,W0295,,1940..1950,1940..1950,NULL,NULL,W0458,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00926,AG0047,AT01,W0055,,1940..1950,1940..1950,NULL,NULL,W0458,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00927,AG0047,AT01,W0296,,1940..1950,1940..1950,NULL,NULL,W0458,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00928,AG0051,AT31,W0557,AG0145,1964,1964,NULL,NULL,W0455,,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00929,AG0051,AT31,W0558,AG0145,1964,1964,NULL,NULL,W0455,,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00930,AG0055,AT29,W0297,,195x,195x,NULL,NULL,W0454,,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00931,AG0055,AT10,W0298,,195x,195x,NULL,NULL,W0454,,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00932,AG0056,AT05,W0299,,1966..1976,1966..1976,NULL,NULL,W0454,,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00933,AG0239,AT27,W0300,AG0146,1966,1966,NULL,NULL,W0497,,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00934,AG0114,AT05,W0559,,1966..1976,1966..1976,NULL,NULL,W0429,13,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00935,AG0114,AT05,W0560,,1966..1976,1966..1976,NULL,NULL,W0429,14,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00936,AG0114,AT05,W0561,,1966..1976,1966..1976,NULL,NULL,W0429,14,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00937,AG0114,AT05,W0301,,1956..1959,1956..1959,NULL,NULL,W0429,82,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00938,AG0114,AT05,W0302,,1957,1957,NULL,NULL,W0429,186,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00939,AG0114,AT05,W0562,,1976~,1976~,NULL,NULL,W0429,190,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00940,AG0114,AT05,W0563,,1976~,1976~,NULL,NULL,W0429,190; 207-210,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00941,AG0343,AT05,W0563,,1960..,1960..,NULL,NULL,W0517,13,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00942,AG0114,AT05,W0564,,1976~,1976~,NULL,NULL,W0517,208,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00943,AG0114,AT05,W0303,,1975..1979,1975..1979,NULL,NULL,W0517,435,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00944,AG0516,AT01,W0305,,1989,1989,NULL,NULL,W0517,445,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00945,AG0125,AT05,W0531,,197x,197x,NULL,NULL,W0479,74,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00946,AG0517,AT23,W0535,,1973..1977,1973..1977,NULL,NULL,W0524,102,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00947,AG0003,AT05,W0306,,1970~,1970~,NULL,NULL,W0486,125,NULL,NULL,,,2018-11-04,WH,2020-04-04,DP
A00948,AG0003,AT32,W0566,,1970..1977,1970..1977,NULL,NULL,W0486,126,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00949,AG0003,AT22,W0289,,1970~,1970~,NULL,NULL,W0486,138,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00950,AG0003,AT05,W0567,,1970~,1970~,NULL,NULL,W0486,138,NULL,NULL,,,2018-11-04,WH,2021-01-05,MG
A00951,AG0003,AT32,W0568,,1971~,1971~,NULL,NULL,W0486,142,NULL,NULL,,,2018-11-06,WH,2021-01-05,MG
A00952,AG0518,AT05,W0569,,1976~,1976~,NULL,NULL,W0525,157,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00953,AG0518,AT05,W0570,,1976~,1976~,NULL,NULL,W0525,157,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00954,AG0518,AT05,W0571,,1976~,1976~,NULL,NULL,W0525,157,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00955,AG0518,AT05,W0572,,19xx,19xx,NULL,NULL,W0525,157,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00956,AG0518,AT05,W0574,,1965..,1965..,NULL,NULL,W0525,157,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00957,AG0324,AT05,W0574,,197x,197x,NULL,NULL,W0516,520,NULL,NULL,,,2018-11-06,WH,2021-01-09,MG
A00958,AG0518,AT05,W0560,,1977,1977,NULL,NULL,W0525,163,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00959,AG0519,AT17,W0307,,1976,1976,NULL,NULL,W0526,205,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00960,AG0519,AT05,W0308,,1976,1976,NULL,NULL,W0526,216,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00961,AG0195,AT05,W0309,,1967,1967,NULL,NULL,W0488,265,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00962,AG0195,AT05,W0310,,1966..1976,1966..1976,NULL,NULL,W0488,265,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00963,AG0195,AT05,W0311,,19xx,19xx,NULL,NULL,W0488,274,NULL,NULL,,,2018-11-06,WH,2021-01-09,MG
A00964,AG0195,AT23,W0575,,1971,1971,NULL,NULL,W0488,276,NULL,NULL,,,2018-11-06,WH,2021-01-09,MG
A00965,AG0253,AT02,W0576,AG0252,1972,1972,NULL,NULL,W0499,280,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00966,AG0253,AT02,W0577,AG0252,1972,1972,NULL,NULL,W0499,283,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00967,AG0253,AT02,W0578,AG0252,1972,1972,NULL,NULL,W0499,283,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00968,AG0253,AT02,W0579,AG0252,1972,1972,NULL,NULL,W0499,283,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00969,AG0253,AT02,W0580,AG0252,1972,1972,NULL,NULL,W0499,283,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00970,AG0253,AT02,W0581,AG0252,1972,1972,NULL,NULL,W0499,283,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00971,AG0253,AT02,W0582,AG0252,1972,1972,NULL,NULL,W0499,283,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00972,AG0252,AT23,W0583,,1972~,1972~,NULL,NULL,W0499,290,NULL,NULL,,,2018-11-06,WH,2020-04-04,DP
A00973,AG0252,AT05,W0584,,1972~,1972~,NULL,NULL,W0499,290,NULL,NULL,,,2018-11-07,WH,2020-04-04,DP
A00974,AG0252,AT05,W0585,,1972~,1972~,NULL,NULL,W0499,290,NULL,NULL,,,2018-11-07,WH,2020-04-04,DP
A00975,AG0252,AT05,W0586,,1972~,1972~,NULL,NULL,W0499,290,NULL,NULL,,,2018-11-07,WH,2020-04-04,DP
A00976,AG0252,AT05,W0587,,1972~,1972~,NULL,NULL,W0499,290,NULL,NULL,,,2018-11-07,WH,2020-04-04,DP
A00977,AG0252,AT05,W0588,,1972~,1972~,NULL,NULL,W0499,290,NULL,NULL,,,2018-11-07,WH,2020-04-04,DP
A00978,AG0252,AT05,W0589,,1974,1974,NULL,NULL,W0499,291,NULL,NULL,,,2018-11-08,WH,2020-04-04,DP
A00979,AG0252,AT05,W0590,,1974,1974,NULL,NULL,W0499,291,NULL,NULL,,,2018-11-08,WH,2020-04-04,DP
A00980,AG0252,AT05,W0591,,1974,1974,NULL,NULL,W0499,291,NULL,NULL,,,2018-11-08,WH,2020-04-04,DP
A00981,AG0252,AT05,W0592,,1974,1974,NULL,NULL,W0499,291,NULL,NULL,,,2018-11-08,WH,2020-04-04,DP
A00982,AG0252,AT05,W0593,,1974,1974,NULL,NULL,W0499,292,NULL,NULL,,,2018-11-08,WH,2020-04-04,DP
A00983,AG0191,AT05,W0286,,1976~,1976~,NULL,NULL,W0478,337,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00984,AG0122,AT05,W0312,,1974~,1974~,NULL,NULL,W0485,353,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00985,AG0115,AT01,W0313,,1972~,1972~,NULL,NULL,W0471,433,NULL,NULL,,,2018-11-09,WH,2021-01-09,MG
A00986,AG0117,AT01,W0314,,1969,1969,NULL,NULL,W0430,443,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00987,AG0117,AT01,W0315,,1969,1969,NULL,NULL,W0430,443,NULL,NULL,,,2018-11-09,WH,2021-01-09,MG
A00988,AG0117,AT01,W0316,,1969,1969,NULL,NULL,W0430,443,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
A00989,AG0117,AT01,W0317,,"[1971,1972]","[1971,1972]",NULL,NULL,W0430,445,NULL,NULL,,,2018-11-09,WH,2020-04-04,DP
