space_id,old_id,space_type,space_name,language,lat,long,wikidata_id,note,created,created_by,last_modified,last_modified_by
SP0240,PL0253,PL,Jiujiang,en,29.705077,116.00193,Q216077,,2018-05-14,MG,2022-06-29,ReadActor
SP0241,PL0254,PL,Sète,en,43.407876,3.700822,Q191141,,2018-05-15,MG,2022-06-29,ReadActor
SP0242,PL0255,PL,Groot-Zundert,en,51.469834,4.654992,,,2018-05-15,MG,2020-04-05,DP
SP0243,PL0256,PL,Metz,en,49.119309,6.175716,Q22690,,2018-05-15,MG,2022-06-29,ReadActor
SP0244,PL0257,PL,Nantes,en,47.218371,-1.553621,,,2018-05-15,MG,2020-04-05,DP
SP0245,PL0258,PL,Trmanje,en,42.647545,19.344489,Q3539772,,2018-05-15,MG,2022-05-03,ReadActor
SP0246,PL0259,PL,Ramsgate,en,51.335545,1.419895,Q736439,,2018-05-17,MG,2022-06-29,ReadActor
SP0247,PL0260,PL,Konstantinovo,en,54.861476,39.601857,,,2018-05-17,MG,2020-04-05,DP
SP0248,PL0261,PL,Zima (Siberia),en,53.922585,102.042387,,,2018-05-17,MG,2020-04-05,DP
SP0249,PL0262,PL,Strelkovka,en,55.002389,36731.0,,,2018-05-22,MG,2020-04-05,DP
SP0250,PL0263,PL,Plzeň,en,49.738431,13.373637,Q43453,,2018-05-22,MG,2022-06-29,ReadActor
SP0251,PL0264,PL,Štramberk,en,49.591805,18.117421,Q392466,,2018-05-22,MG,2022-06-29,ReadActor
SP0252,PL0265,PL,Guiyang,en,26.647661,106.630153,Q192271,,2018-05-22,MG,2022-06-29,ReadActor
SP0253,PL0266,PL,Zibo,en,36.813546,118.055019,Q198370,,2018-06-04,MG,2022-06-29,ReadActor
SP0254,PL0267,PL,Tupelo,en,34.257607,-88.703386,,,2018-06-04,MG,2020-04-05,DP
SP0255,PL0268,PL,Hailey,en,43.519629,-114.315324,,,2018-06-05,MG,2020-04-05,DP
SP0256,PL0269,PL,Boston,en,42.360082,-71.05888,,,2018-06-05,MG,2020-04-05,DP
SP0257,PL0270,PL,Gudalovka,en,49.307427,19.937017,,,2018-06-05,MG,2020-04-05,DP
SP0258,PL0271,PL,Zhytomyr,en,50.25465,28.658667,Q156713,,2018-06-05,MG,2022-06-29,ReadActor
SP0259,PL0272,PL,Athens,en,37.98381,23.727539,Q1524,,2018-06-06,MG,2022-06-29,ReadActor
SP0260,PL0273,PL,St. Thomas,en,18.338096,-64.894095,,,2018-06-11,MG,2020-04-05,DP
SP0261,PL0274,PL,Málaga,en,36.721274,-4.421399,,,2018-06-11,MG,2020-04-05,DP
SP0262,PL0275,PL,Guilin,en,25.234479,110.179953,Q189633,,2018-06-11,MG,2022-06-29,ReadActor
SP0263,PL0276,PL,Genoa,en,44.40565,8.946256,Q1449,,2018-06-11,MG,2022-06-29,ReadActor
SP0264,PL0277,PL,Kaliningrad,en,54.710426,20.452214,Q1829,,2018-06-12,MG,2022-06-29,ReadActor
SP0265,PL0278,PL,Peshawar,en,34.015137,71.524915,Q1113311,,2018-06-12,MG,2022-06-29,ReadActor
SP0266,PL0279,PL,Engels,en,51.47533,46.113677,Q198748,,2018-06-12,MG,2022-06-29,ReadActor
SP0267,PL0280,PL,Wangcheng,en,28.353912,112.833836,,,2018-06-19,MG,2020-04-05,DP
SP0268,PL0281,PL,Albany NY,en,42.652579,-73.756232,,,2018-06-19,MG,2020-04-05,DP
SP0269,PL0282,PL,Fuente Vaqueros,en,37.219244,-3.783402,,,2018-06-28,MG,2020-04-05,DP
SP0270,PL0283,PL,Stockholm,en,59.329323,18.068581,Q1754,,2018-07-03,MG,2022-06-29,ReadActor
SP0271,PL0284,PL,Parral,en,-36.140648,-71.822753,,,2018-07-04,MG,2020-04-05,DP
SP0272,PL0285,PL,Röcken,en,51.241535,12.116507,,,2018-07-04,MG,2020-04-05,DP
SP0273,PL0286,PL,Osnabrück,en,52.279911,8.047179,Q2916,,2018-05-28,MG,2022-06-29,ReadActor
SP0274,PL0287,PL,Limoges,en,45.833619,1.261105,Q45656,,2018-05-28,MG,2022-06-29,ReadActor
SP0275,PL0288,PL,Chuguyev,en,49.836316,36.681312,Q889618,,2018-05-28,MG,2022-05-03,ReadActor
SP0276,PL0289,PL,Charleville,en,49.762085,4.726096,,,2018-05-28,MG,2020-04-05,DP
SP0277,PL0290,PL,Tikhvin,en,59.644386,33.541032,Q15336,,2018-05-28,MG,2022-06-29,ReadActor
SP0278,PL0291,PL,Clamecy,en,47.459605,3.518769,Q213294,,2018-05-28,MG,2022-06-29,ReadActor
SP0279,PL0292,PL,Irkutsk,en,52.286974,104.305018,Q6576,,2018-05-30,MG,2022-06-29,ReadActor
SP0280,PL0293,PL,Heidenheim,en,48.689396,10.161095,Q548982,,2018-06-01,MG,2022-06-29,ReadActor
SP0281,PL0294,PL,Geneva,en,46.204391,6.143158,Q71,,2018-06-01,MG,2022-06-29,ReadActor
SP0282,PL0295,PL,Monmouthshire,en,51.81161,-2.716342,,,2018-06-01,MG,2020-04-05,DP
SP0283,PL0296,PL,Nemyriv,en,48.974952,28.847408,Q997335,,2018-07-04,MG,2022-06-29,ReadActor
SP0284,PL0297,PL,Bilopillia,en,51.149402,34.317522,Q591896,,2018-07-09,MG,2022-06-29,ReadActor
SP0285,PL0298,PL,Kunming,en,24.880095,102.832891,Q182852,,2018-07-10,MG,2022-06-29,ReadActor
SP0286,PL0299,PL,La Bruyère,en,50.527995,4.818628,,,2018-07-17,MG,2020-04-05,DP
SP0287,PL0300,PL,Dong'an,en,26.394403,111.314117,,,2018-07-30,MG,2020-04-05,DP
SP0288,PL0301,PL,Slawno,en,54.36262,16.67836,Q161967,,2018-07-17,MG,2022-05-03,ReadActor
SP0289,PL0302,PL,Zoucheng,en,35.405184,117.003743,Q227034,,2018-07-20,MG,2022-06-29,ReadActor
SP0290,PL0303,PL,Zavosse,en,53.289514,26.099846,Q3493620,,2018-07-20,MG,2022-05-03,ReadActor
SP0291,PL0304,PL,Atlanta,en,33.748995,-84.387982,,,2018-07-20,MG,2020-04-05,DP
SP0292,PL0305,PL,La Brède,en,44.68148,-0.527753,,,2018-07-23,MG,2020-04-05,DP
SP0293,PL0306,PL,Leipzig,en,51.3397,12.3731,Q2079,,2018-05-31,DM,2022-06-29,ReadActor
SP0294,PL0307,PL,Linares,en,38.083333,-3.633333,,,2018-05-31,DM,2020-04-05,DP
SP0295,PL0308,PL,Horsham,en,51.063751,-0.327,Q177544,,2018-05-31,DM,2022-06-29,ReadActor
SP0296,PL0309,PL,Huzhou,en,30.87232,120.098053,Q42664,It’s old name was Wuxing.,2018-06-01,DM,2022-06-29,ReadActor
SP0297,PL0310,PL,Jiangxi Province,en,27.28597,116.01609,,,2018-06-01,DM,2020-04-05,DP
SP0298,PL0311,PL,Guilin,en,25.2344,110.1799,Q189633,,2018-06-01,DM,2022-06-29,ReadActor
SP0299,PL0312,PL,Chicago,en,41.8781,87.6298,Q1297,,2018-08-06,DM,2022-05-03,ReadActor
SP0300,PL0313,PL,Vyoshenskaya,en,49.6316,41.7147,Q2637584,,2018-08-06,DM,2022-05-03,ReadActor
SP0301,PL0314,PL,Hejin,en,35.596,110.712,Q769598,,2018-11-15,DM,2022-06-29,ReadActor
SP0302,PL0315,PL,Litomyšl,en,49.87,16.312778,Q722732,,2018-11-17,DM,2022-06-29,ReadActor
SP0303,PL0316,PL,Haining,en,30.5107,120.6808,,,2019-01-07,DM,2020-04-05,DP
SP0304,PL0317,PL,Blankenburg,en,51.8164,10.9773,Q525960,,2019-01-08,DM,2022-06-29,ReadActor
SP0305,PL0318,PL,Salinas,en,36.6777,121.6555,Q488125,,2019-01-08,DM,2022-05-03,ReadActor
SP0306,PL0319,PL,Letychiv,en,49.385,27.6242,Q2431181,,2019-01-08,DM,2022-06-29,ReadActor
SP0307,PL0320,PL,Friend,en,40.6536,97.2862,,,2019-01-08,DM,2020-04-05,DP
SP0308,PL0321,PL,Dobrush,en,52.388249,31.342155,Q955474,,2018-05-31,DM,2022-06-29,ReadActor
SP0309,PL0322,PL,Pamplona,en,42.81687,-1.64323,,,2018-05-31,DM,2020-04-05,DP
SP0310,PL0323,PL,Lviv,en,49.83826,24.02324,Q36036,,2018-05-31,DM,2022-06-29,ReadActor
SP0311,PL0324,PL,Marbach am Necker,en,48.9396,9.2646,,,2018-05-31,DM,2020-04-05,DP
SP0312,PL0325,PL,Tokyo,en,35.6895,139.6917,Q1490,,2018-05-31,DM,2022-06-29,ReadActor
SP0313,PL0326,PL,Meishan,en,30.0773,103.8484,Q427097,,2019-01-08,DM,2022-06-29,ReadActor
SP0314,PL0327,PL,Krasnoyarsk,en,56.0153,92.8932,Q919,,2019-01-08,DM,2022-06-29,ReadActor
SP0315,PL0328,PL,Shakhovskoye,en,52.625833,47.268611,Q4521321,,2019-01-08,DM,2022-06-29,ReadActor
SP0316,PL0351,PL,Milan (OH),en,41.293333,-82.601389,,,2018-04-26,WH,2020-04-05,DP
SP0317,PL0352,PL,Jianyang,en,30.24,104.32,,,2018-05-03,WH,2020-04-05,DP
SP0318,PL0353,PL,Leiden,en,52.166667,4.483333,Q43631,,2018-06-21,WH,2022-06-29,ReadActor
SP0319,PL0354,PL,Mengzhou,en,34.907315,112.791401,Q1198787,,2018-06-21,WH,2022-06-29,ReadActor
SP0320,PL0355,PL,Yuyao,en,30.037192,121.154634,,,2018-07-09,WH,2020-04-05,DP
SP0321,PL0356,PL,Chuansha Xian,en,31.301395,121.516652,,,2018-07-09,WH,2020-04-05,DP
SP0322,PL0357,PL,Nanchang,en,28.682892,115.858197,Q171943,,2018-07-10,WH,2022-06-29,ReadActor
SP0323,PL0358,PL,Sichuan Second Prison,en,29.58921,106.538559,,The Sichuan Second Prison is now called Chongqing City Prison. PS00409,2018-08-15,WH,2020-04-05,DP
SP0324,PL0359,PL,Heishan,en,41.666028,122.123443,Q11179047,,2018-01-26,OS,2022-06-29,ReadActor
SP0325,PL0400,PL,Pingyao,en,37.154444,112.143472,Q500061,,2018-03-13,WH,2022-06-29,ReadActor
SP0326,PL0401,PL,Skien,en,59.2086,9.60979,Q2272,,2018-08-16,MG,2022-06-29,ReadActor
SP0327,PL0402,PL,Ann Arbor,en,42.280827,-83.743034,,,2018-10-16,LH,2020-04-05,DP
SP0328,PL0403,PL,Milano,en,45.46362,9.18812,Q490,,2018-10-19,MG,2022-05-03,ReadActor
SP0329,PL0404,PL,Leipzig,en,51.339695,12.373075,Q2079,,2018-10-26,MG,2022-06-29,ReadActor
SP0330,PL0405,PL,Zamość,en,50.717369,23.25276,Q145972,,2018-10-26,MG,2022-06-29,ReadActor
SP0331,PL0406,PL,Laoting,en,22.88778,120.46356,,,2018-10-26,MG,2020-04-05,DP
SP0332,PL0407,PL,Pingchang,en,22.61822,120.56601,,,2018-10-26,MG,2020-04-05,DP
SP0333,PL0408,PL,Weddern,en,51.86854,7.30796,Q47200394,,2018-10-26,MG,2022-06-29,ReadActor
SP0334,PL0409,PL,Gallarta,en,43.32084,-3.07258,,,2018-10-26,MG,2020-04-05,DP
SP0335,PL0410,PL,Shuiyuan county,en,23.84967,110.40083,,,2018-11-01,MG,2020-04-05,DP
SP0336,PL0411,PL,Ostrogozhsk,en,50.86079,39.0827,Q177737,,2018-11-01,MG,2022-06-29,ReadActor
SP0337,PL0412,PL,Voronezh,en,51.675495,39.208881,Q3426,,2018-11-06,MG,2022-06-29,ReadActor
SP0338,PL0413,PL,Caprese,en,43.64096,11.98596,,,2018-11-06,MG,2020-04-05,DP
SP0339,PL0414,PL,Alloway,en,55.43109,-4.6331,,,2018-11-06,MG,2020-04-05,DP
SP0340,PL0415,PL,Hubei,en,37.59857,114.60758,,,2018-11-09,MG,2020-04-05,DP
SP0341,PL0416,PL,Warszawa,en,52.229675,21.01223,Q270,,2018-11-09,MG,2022-05-03,ReadActor
SP0342,PL0417,PL,Pescasseroli,en,41.80825,13.78958,Q50121,,2018-11-09,MG,2022-06-29,ReadActor
SP0343,PL0418,PL,Vinci,en,43.77985,10.92344,,,2018-11-14,MG,2020-04-05,DP
SP0344,PL0419,PL,Saint-Germain-en-Laye,en,48.89875,2.09359,Q60847808,,2018-11-18,MG,2022-06-29,ReadActor
SP0345,PL0420,PL,Baozhong Township,en,23.69329,120.30849,,,2018-11-19,MG,2020-04-05,DP
SP0346,PL0421,PL,Salamis Island,en,37.96421,23.49645,Q202422,,2018-11-21,MG,2022-05-03,ReadActor
SP0347,PL0422,PL,Eleusis,en,38.043228,23.54212,Q204905,,2018-11-21,MG,2022-05-03,ReadActor
SP0348,PL0423,PL,Yangjiang,en,21.857958,111.982231,Q59209,,2018-11-21,MG,2022-06-29,ReadActor
SP0349,PL0424,PL,Mâcon,en,46.303669,4.832227,Q174247,,2018-11-27,MG,2022-06-29,ReadActor
SP0350,PL0425,PL,Coventry,en,52.406822,-1.519693,,,2018-11-27,MG,2020-04-05,DP
SP0351,PL0426,PL,Kybartai,en,54.642544,22.751174,Q1004295,,2018-11-27,MG,2022-06-29,ReadActor
SP0352,PL0427,PL,Tangshan,en,39.630867,118.180191,Q58422,,2018-11-27,MG,2022-06-29,ReadActor
SP0353,PL0428,PL,Banzai,en,25.92448,118.27899,,,2018-12-06,MG,2020-04-05,DP
SP0354,PL0429,PL,Tailai,en,46.390362,123.409981,,,2018-12-06,MG,2020-04-05,DP
SP0355,PL0430,PL,Jiangyin,en,31.920658,120.284935,Q1015823,,2018-12-11,MG,2022-06-29,ReadActor
SP0356,PL0431,PL,Wuyishan,en,27.756647,118.035309,Q207692,,2018-12-11,MG,2022-06-29,ReadActor
SP0357,PL0432,PL,San Fransisco,en,37.774929,-122.419418,,,2018-12-11,MG,2020-04-05,DP
SP0358,PL0433,PL,Wanzai,en,22.91387,120.33538,,,2018-12-11,MG,2020-04-05,DP
SP0359,PL0434,PL,Rugao,en,22.74024,120.49042,,,2018-12-11,MG,2020-04-05,DP
SP0360,PL0435,PL,Tschita,en,52.03861,113.50425,,,2018-12-15,MG,2020-04-05,DP
SP0361,PL0436,PL,Livorno,en,43.551891,10.30784,Q6761,,2018-12-17,MG,2022-06-29,ReadActor
SP0362,PL0437,PL,Lavaur,en,43.698792,1.81501,Q514994,,2018-12-17,MG,2022-06-29,ReadActor
SP0363,PL0438,PL,Brno,en,49.195061,16.606836,Q14960,,2018-12-30,MG,2022-06-29,ReadActor
SP0364,PL0439,PL,Lutsk,en,50.747234,25.325382,Q7550,,2018-12-30,MG,2022-06-29,ReadActor
SP0365,PL0440,PL,Gerasimovka,en,52.70488,51.50281,,,2018-12-30,MG,2020-04-05,DP
SP0366,PL0441,PL,Ulm,en,48.39962,9.99661,Q3012,,2019-01-08,MG,2022-06-29,ReadActor
SP0367,PL0442,PL,Zhongxiang,en,31.16368,112.57924,Q197919,,2019-02-11,MG,2022-06-29,ReadActor
SP0368,PL0443,PL,Iserlohn,en,51.372971,7.69951,Q1130,,2019-02-18,MG,2022-06-29,ReadActor
SP0369,PL0444,PL,Baku,en,40.409264,49.867092,Q9248,,2019-02-19,MG,2022-06-29,ReadActor
SP0370,PL0445,PL,Gaoyou,en,32.77938,119.43173,Q1253949,,2019-03-08,MG,2022-06-29,ReadActor
SP0371,PL0446,PL,Swansea,en,51.621578,-3.94337,,,2019-03-09,MG,2020-04-05,DP
SP0372,PL0500,PL,Коsа (Kosinsky District),en,59.94537,54.99187,,,2018-11-04,WH,2020-04-05,DP
SP0373,PL0501,PL,Liling,en,27.65008,113.492325,Q604609,,2018-11-04,WH,2022-06-29,ReadActor
SP0374,PL0502,PL,Pucheng (Shaanxi),en,34.957,109.58,,,2018-11-04,WH,2020-04-05,DP
SP0375,PL0503,PL,Hubei,en,30.737812,112.238403,Q46862,,2018-11-04,WH,2022-06-29,ReadActor
SP0376,PL0504,PL,Lliulin (Shanxi),en,37.430833,110.889167,,,2018-11-04,WH,2020-04-05,DP
SP0377,PL0505,PL,Shanxi,en,37.242565,111.856857,Q46913,,2018-11-04,WH,2022-06-29,ReadActor
SP0378,PL0506,PL,Yuxi,en,24.3473,102.5272,Q496496,,2018-11-04,WH,2022-06-29,ReadActor
SP0379,PL0507,PL,Xiaxian,en,35.138333,111.220833,,,2018-11-04,WH,2020-04-05,DP
SP0380,PL0508,PL,Gao’an,en,28.441,115.361,Q1229428,,2018-11-04,WH,2022-05-03,ReadActor
SP0381,PL0509,PL,Jiangxi,en,27.087456,114.904221,,,2018-11-04,WH,2020-04-05,DP
SP0382,PL0510,PL,Wuhe,en,33.128,117.879,,,2018-11-06,WH,2020-04-05,DP
SP0383,PL0511,PL,Shanyin,en,39.5262,112.817,,,2018-11-06,WH,2020-04-05,DP
SP0384,PL0512,PL,Xiangtan,en,27.7801,112.9506,Q215755,,2018-11-06,WH,2022-06-29,ReadActor
SP0385,PL0513,PL,Yunlin,en,23.70489,120.47607,Q153221,,2018-11-06,WH,2022-06-29,ReadActor
SP0386,PL0514,PL,Salzburg,en,47.80949,13.05501,Q34713,,2018-11-06,WH,2022-06-29,ReadActor
SP0387,PL0515,PL,Riga,en,56.94965,24.105186,Q1773,,2018-11-07,WH,2022-06-29,ReadActor
SP0388,PL0516,PL,Melitopol,en,46.85098,35.3604,Q33349,,2018-11-07,WH,2022-06-29,ReadActor
SP0389,PL0517,PL,Sora (Lazio),en,41.71667,13.6176,,,2018-11-07,WH,2020-04-05,DP
SP0390,PL0518,PL,Bologna,en,44.494888,11.342616,Q1891,,2018-11-07,WH,2022-06-29,ReadActor
SP0391,PL0519,PL,Vannes,en,47.658237,-2.760847,,,2018-11-07,WH,2020-04-05,DP
SP0392,PL0520,PL,Yamaguchi,en,34.178497,131.473724,Q207876,,2018-11-08,WH,2022-06-29,ReadActor
SP0393,PL0521,PL,Kashiwazaki,en,37.3679,138.55453,Q633983,,2018-11-08,WH,2022-06-29,ReadActor
SP0394,PL0522,PL,Gura Ocniței,en,44.94125,25.56605,Q1869468,,2018-11-08,WH,2022-06-29,ReadActor
SP0395,PL0523,PL,Zhenjiang,en,32.188,119.424,Q57958,,2018-11-10,WH,2022-06-29,ReadActor
SP0396,PL0524,PL,Ningdu,en,26.466667,116.016667,,,2018-11-10,WH,2020-04-05,DP
SP0397,PL0525,PL,Hamhung,en,39.916667,127.533333,Q109356,,2018-11-11,WH,2022-06-29,ReadActor
SP0398,PL0526,PL,Fuyu,en,44.987,126.025,Q185940,,2018-11-11,WH,2022-06-29,ReadActor
SP0399,PL0527,PL,Chusovoy,en,58.29405,57.82407,Q198143,,2018-11-14,WH,2022-06-29,ReadActor
SP0400,PL0528,PL,Khotsimsk,en,53.40843,32.57937,Q2630628,,2018-11-14,WH,2022-06-29,ReadActor
SP0401,PL0529,PL,Liaoyuan,en,42.883333,125.15,Q92311,,2018-11-14,WH,2022-06-29,ReadActor
SP0402,PL0530,PL,Odense,en,55.395833,10.388611,Q25331,,2018-11-16,WH,2022-06-29,ReadActor
SP0403,PL0531,PL,Kherson Oblast,en,46.68301,33.40959,Q163271,,2018-11-24,WH,2022-06-29,ReadActor
SP0404,PL0532,PL,Moryntsi,en,49.26136,31.00038,Q2180620,,2018-11-24,WH,2022-06-29,ReadActor
SP0405,PL0533,PL,Freiburg,en,47.999008,7.842104,Q2833,,2018-11-25,WH,2022-06-29,ReadActor
SP0406,PL0534,PL,Saarbrücken,en,49.234779,6.9944,Q1724,,2018-11-25,WH,2022-06-29,ReadActor
SP0407,PL0535,PL,Vigo,en,42.240601,-8.720727,,,2018-11-25,WH,2020-04-05,DP
SP0408,PL0536,PL,Luzarches,en,49.11323,2.42228,Q145382,,2018-11-25,WH,2022-06-29,ReadActor
SP0409,PL0537,PL,Rimini,en,44.060921,12.5663,Q13369,,2018-11-25,WH,2022-06-29,ReadActor
SP0410,PL0538,PL,Bobai,en,22.2758,109.972,Q10909537,,2018-12-15,WH,2022-06-29,ReadActor
SP0411,PL0539,PL,Heilongjiang,en,48.494961,127.970032,,,2018-12-15,WH,2020-04-05,DP
SP0412,PL0540,PL,Laizhou,en,37.179167,119.933333,Q666700,,2018-12-16,WH,2022-06-29,ReadActor
SP0413,PL0541,PL,Yantai,en,37.4644,121.4478,Q210493,,2018-12-16,WH,2022-06-29,ReadActor
SP0414,PL0542,PL,Quanjiao,en,32.044167,118.075278,Q1197919,,2018-12-22,WH,2022-06-29,ReadActor
SP0415,PL0543,PL,Xingguo,en,26.333889,115.346111,,,2018-12-23,WH,2020-04-05,DP
SP0416,PL0544,PL,Xiangxiang,en,27.718649,112.550229,Q1207051,,2018-12-24,WH,2022-06-29,ReadActor
SP0417,PL0545,PL,Huai’an,en,33.555605,119.112818,Q57818,It’s old name was Huaiyin.,2018-12-24,WH,2022-05-03,ReadActor
SP0418,PL0546,PL,Linhai,en,28.84,121.11,Q713317,,2019-01-26,WH,2022-06-29,ReadActor
SP0419,PL0547,PL,Haining,en,30.441944,120.573056,,,2019-01-26,WH,2020-04-05,DP
SP0420,PL0548,PL,Jiner,en,31.6153,107.654,,,2019-01-31,LH,2020-04-05,DP
SP0421,PL0549,PL,Fuzhou,en,26.15,119.283333,Q68481,,2019-01-28,WH,2022-06-29,ReadActor
SP0422,PL0550,PL,Wu’an,en,36.698,114.203,Q1375613,,2019-02-17,WH,2022-05-03,ReadActor
SP0423,PL0551,PL,Xiangshan,en,29.475,121.866,,,2019-02-17,WH,2020-04-05,DP
SP0424,PL0552,PL,Cixi,en,30.166667,121.233333,,,2019-02-17,WH,2020-04-05,DP
SP0425,PL0553,PL,Dengta,en,41.433333,123.333333,Q1187128,,2019-01-28,WH,2022-06-29,ReadActor
SP0426,PL0554,PL,Pingxiang,en,27.623,113.8545,Q362865,,2019-02-23,WH,2022-06-29,ReadActor
SP0427,PL0555,PL,Rui’an,en,27.783333,120.625,Q713357,,2019-02-23,WH,2022-05-03,ReadActor
SP0428,PL0556,PL,Tongcheng,en,31.0358,116.9367,Q1197854,,2019-02-24,WH,2022-06-29,ReadActor
SP0429,PL0557,PL,Taicang,en,31.564,121.174,Q61985,,2019-02-24,WH,2022-06-29,ReadActor
SP0430,PL0558,PL,Donghai,en,34.552,118.763,,,2019-02-24,WH,2020-04-05,DP
SP0431,PL0559,PL,Wuyuan,en,29.248,117.862,,,2019-02-24,WH,2020-04-05,DP
SP0432,PL0560,PL,Enshi,en,30.291111,109.475,Q71415,,2019-03-24,WH,2022-06-29,ReadActor
SP0433,PL0561,PL,Zhaoyuan,en,37.361111,120.398806,Q197524,,2019-03-24,WH,2022-06-29,ReadActor
SP0434,PL0562,PL,Lixian,en,29.631807,111.760762,,"This place is in Hunan, and is written in 澧县.",2019-05-02,WH,2020-04-05,DP
SP0435,PL0600,PL,Pilsen,en,49.746841,13.37699,Q43453,,2019-03-08,LH,2022-05-03,ReadActor
SP0436,PL0999,PL,unknown,en,0.0,0.0,,,2018-11-13,MG,2020-04-05,DP
SP0437,,L,private school,en,0.0,0.0,,,2020-12-08,MG,2020-12-19,MG
SP0438,,L,on a train,en,0.0,0.0,,,2020-12-11,MG,2020-12-19,MG
SP0439,,L,factory,en,0.0,0.0,,,2020-12-11,MG,2020-12-19,MG
SP0440,,PL,Xiamen,en,24.479834,118.089424,Q68744,,2020-12-11,MG,2022-06-29,ReadActor
SP0441,,L,reading room,en,0.0,0.0,,,2020-12-14,MG,2020-12-14,MG
SP0442,,L,at home,en,0.0,0.0,,,2020-12-14,MG,2020-12-14,MG
SP0443,,L,state prison farm,en,0.0,0.0,,,2020-12-14,MG,2020-12-14,MG
SP0444,,L,labor camp,en,0.0,0.0,,,2020-12-14,MG,2020-12-14,MG
SP0445,,L,office,en,0.0,0.0,,,2020-12-19,MG,2020-12-19,MG
SP0446,,L,school,en,0.0,0.0,,,2020-12-19,MG,2020-12-19,MG
SP0447,,L,Tian'anmen Square,en,39.9042,116.407396,Q164055,,2021-01-05,MG,2022-05-03,ReadActor
SP0448,,L,Three Gorges Dam,en,30.81329,111.014292,Q12514,,2021-01-05,MG,2022-05-03,ReadActor
SP0449,,PL,Bolivia,en,-16.290154,-63.588654,,,2021-01-05,MG,2021-01-12,MG
SP0450,,PL,Qingdao,en,36.09193,120.328056,Q170322,,2021-01-09,MG,2022-06-29,ReadActor
SP0451,L0004,L,session of international intelligence experts,en,0.0,0.0,,,2020-02-24,MG,2022-04-06,DP
SP0452,L0005,L,rural middle school,en,0.0,0.0,,,2020-05-28,MG,2022-04-06,DP
SP0453,L0010,L,the State,en,0.0,0.0,,,2021-03-12,MG,2022-04-06,DP
SP0454,L0011,L,restaurant,en,0.0,0.0,,,2021-06-12,MG,2022-04-06,DP
SP0455,L0012,L,lecture hall,en,0.0,0.0,,,2021-06-12,MG,2022-04-06,DP
SP0456,L0013,L,zhang li river,en,0.0,0.0,,,2021-06-14,MG,2022-04-06,DP
SP0457,L0014,L,university,en,0.0,0.0,,,2021-07-09,MG,2022-04-06,DP
SP0458,PL0599,PL,Alcalá de Henares,en,40.481979,-3.363542,,,2019-09-12,MG,2022-04-06,DP
SP0459,PL0601,PL,Mumbai,en,19.075983,72.877655,,,2019-09-13,MG,2022-04-06,DP
SP0460,PL0603,PL,Hwadae County,en,40.848019,129.648393,,,2019-10-14,MG,2022-04-06,DP
SP0461,PL0604,PL,Tongxiang,en,30.76208,120.75071,,,2019-11-08,MG,2022-04-06,DP
SP0462,PL0605,PL,Lgov,en,51.69202,35.28462,,,2019-11-08,MG,2022-04-06,DP
SP0463,PL0606,PL,Tangyin,en,35.91452,114.3515,,,2019-12-12,MG,2022-04-06,DP
SP0464,PL0607,PL,Kaifeng,en,34.786072,114.348152,,,2019-12-12,MG,2022-04-06,DP
SP0465,PL0608,PL,Toronto,en,43.653225,-79.383186,,,2019-12-12,MG,2022-04-06,DP
SP0466,PL0609,PL,Nîmes,en,43.834591,4.36086,,,2019-12-12,MG,2022-04-06,DP
SP0467,PL0610,PL,Rostov Oblast,en,47.221809,39.720261,,,2019-12-17,MG,2022-04-06,DP
SP0468,PL0611,PL,Dublin,en,53.349804,-6.26031,,,2020-01-06,MG,2022-04-06,DP
SP0469,PL0612,PL,Compton,en,50.47261,-3.59829,,,2020-01-15,MG,2022-04-06,DP
SP0470,PL0614,PL,Zhao County,en,37.74913,114.76894,,,2020-02-06,MG,2022-04-06,DP
SP0471,PL0615,PL,Yangquan,en,37.869968,113.570007,,,2020-02-14,MG,2022-04-06,DP
SP0472,PL0616,PL,Springdale,en,40.54147,-79.77781,,,2020-02-14,MG,2022-04-06,DP
SP0473,PL0617,PL,Suqian,en,30.1875,119.39167,,,2020-05-25,MG,2022-04-06,DP
SP0474,PL0618,PL,Fengxian,en,34.69783,116.593643,,,2020-05-25,MG,2022-04-06,DP
SP0475,PL0619,PL,Haian,en,32.54806,120.4486,,,2020-05-28,MG,2022-04-06,DP
SP0476,PL0630,PL,Huanggang,en,24.93465,121.08024,,,2020-06-18,MG,2022-04-06,DP
SP0477,PL0635,PL,Wiesbaden,en,50.078217,8.239761,,,2020-06-29,MG,2022-04-06,DP
SP0478,PL0636,PL,Zhucheng,en,35.98996,119.38009,,,2020-06-30,MG,2022-04-06,DP
SP0479,PL0637,PL,Celle,en,52.621922,10.07858,,,2020-08-07,MG,2022-04-06,DP
SP0480,PL0638,PL,Usmanka,en,52.82394,51.69852,,,2021-01-16,MG,2022-04-06,DP
SP0481,PL0639,PL,Munich,en,48.135124,11.581981,,,2021-02-24,MG,2022-04-06,DP
SP0482,PL0640,PL,Honolulu,en,21.306944,-157.858337,,,2021-03-03,MG,2022-04-06,DP
SP0483,PL0641,PL,Wenzhou,en,28.002701,120.647919,,,2021-03-08,MG,2022-04-06,DP
SP0484,PL0642,PL,Ningxiang,en,28.277481,112.551888,,,2021-03-08,MG,2022-04-06,DP
